features,url,price,address,property_type,description
"
                New to the rental market a lovely detached bungalow with mature gardens front and rear with fruit tree's in the quiet scenic location of Diffin, Carrigallen.  The property consists of 3 bedrooms, bathroom, kitchen sitting room, living room and hallway.
            ",http://myhome.ie/rentals/brochure/diffin-carrigallen-co-leitrim/2960875,"
        €395
    ","
        Diffin, Carrigallen, Co. Leitrim
    ",, - 3 Bed Bungalow To Let
"
                Delightful  two bedroom property located in an attractive cul-de-sac with most south facing rear garden. ,Located in small quiet village with shop and school nearby and only five minutes from Cork Airport., ,Easy access to city bound routes.  ,Fully Furnished. ,Accommodation comprises Reception Hall, Open Plan Kitchen/Dining/Living Room and Guest WC and 2 Bedrooms both En-Suite. ,Appliances: oven, hob, fridge freezer, washing machine, microwave, toaster, kettle, ware, cutlery.  ,Available for viewing by appointment and occupancy from 15th November, 2015
            ",http://myhome.ie/rentals/brochure/gleann-alainn-ballygarvan-cork/2974095,"
        €950 / month
    ","
        Gleann Alainn, Ballygarvan, Cork
    ",, - 2 Bed House To Let - 1 year lease
"
                Four bedroomed bungalow with panoramic views over the harbour to the islands.,Located just a few minutes walk to the village, this property is in an excellent location to enjoy all that Baltimore has to offer.,It has stunning views over the harbour,  Reengaroga and Sherkin Island.  There is a fully equipped kitchen with dishwsher, washing machine, microwave and the stting room has an open fireplace.   The four bedrooms are large comprising of either double or triple accommodation.   ,Please enquire about rates.
            ",http://myhome.ie/rentals/brochure/the-hill-baltimore-from-450-per-week-baltimore-cork-west/2180617,"
        €450 / week
    ","
        The Hill, Baltimore (from €450 per week), Baltimore,   Cork West
    ",, - 4 Bed Detached To Let
"
                Located within instant walking distance of Bandon town centre, this is a recently refurbished fully furnished three bedroom townhouse.  Accommodation consists of three bedrooms, family bathroom, lounge and fully fitted kitchen/dining room.  Heating is oil fired central heating.
            ",http://myhome.ie/rentals/brochure/56-oliver-plunkett-street-bandon-cork-west/2954381,"
        €750 / month
    ","
        56 Oliver Plunkett Street, Bandon,   Cork West
    ",, - 3 Bed Terraced House To Let - 1 year lease
"
                2 bedroom apartment in The Granary, Constitution Hill, Drogheda. Great Location in town centre close to bus & train. Fully furnished, Fully fitted kitchen with all mod cons. Rent ?650.00 per month. To arrange an appointment contact Jennifer or Ruza  on 041 9800737 / 9802871 or email us on info@gateproperties.ie
            ",http://myhome.ie/rentals/brochure/the-granary-drogheda-drogheda-co-louth/2950229,"
        €750 / month
    ","
        The Granary, Drogheda, Drogheda, Co. Louth
    ",, - 2 Bed Apartment  To Let
"
                Two bedroom apartments for holiday lets in a wonderful country house complex.,Killeena House is a wonderful property located approx. 3 miles from Baltimore village.  ,The complex consists of the main house and 12 self catering apartments which are situated in a superb 4 acre woodland site which bounds the Ilen river.,All the aparments have open plan kitchen / living and dining areas with bedroom accommodation as listed below;,No. 10 and 11 - One bedroom (twin beds), bathroom with shower, sun room ,No. 9 and 12 - Two bedrooms (twin beds)  with ensuites,No. 7 and 8 - Two bedrooms (one double and one triple), bath and shower en-suites,No. 4 and 6 - Two bedroom (one double and one twin), bathroom, sunroom,No. 1, 2 and 3 - One bedroom (twin beds), bathroom en-suite, 1st floor living accommodation ,There are laundry facilities, a games room and sauna on site.,Prices from €55 per night
            ",http://myhome.ie/rentals/brochure/killeena-house-baltimore-cork-west/2231436,"
        POA
    ","
        Killeena House, Baltimore, Cork West
    ",, - 2 Bed Apartment To Let
"
                This splendid detached property is located just a few minutes walk from the village of Ballydehob.   ,It is set back from the road with lovely landscaped gardens and parking area.,The house is laid out with an open plan kitchen / living / dining area.  In the sitting room area there is comfortable seating, an open fire, tv and dvd.  The dining area has seating for eight which leads on to a very well equipped kitchen with dishwasher, fridge freezer and microwave.  There is a separte utility room off.,On the ground floor there are two bedrooms, one double and one twin and a shower room with w.c. ,The 1st floor comprises of two bedrooms, one double and one twin and a full bathroom.,Outside there is a terraced area with seating.  ,Oil fired central heating.,Ballydehob is a lovely village with shops, pubs and restaurants.   There are a number of beaches within easy reach and it is only a short distance to Skibbereen, Schull and Bantry.
            ",http://myhome.ie/rentals/brochure/church-road-ballydehob-cork-west/2338325,"
        €425 / week
    ","
        Church Road, Ballydehob,   Cork West
    ",, - 4 Bed Detached To Let
"
                Conveniently situated townhouse located opposite Clonakilty playground and Scoil Na mBuachailli. ,The town centre is a short walk.,The property has been recently redecorated and includes a sitting room, living room, kitchen and toilet on the ground floor. ,The upper floor accommodation includes 2 bedrooms and a shower room/toilet. ,There is a large garden to the front and rear as well as storage sheds to the rear.
            ",http://myhome.ie/rentals/brochure/12-fairfield-terrace-clonakilty-cork-west/2842770,"
        €575 / month
    ","
        12 Fairfield Terrace, Clonakilty,   Cork West
    ",, - 2 Bed Terraced House 60 m² / 646 ft² To Let - 1 year lease
"
                3-4 Bed House available to let in Town Centre immediately.
            ",http://myhome.ie/rentals/brochure/limerick-street-roscrea-co-tipperary/2280511,"
        €600 / month
    ","
        Limerick Street, Roscrea, Co. Tipperary
    ",, - 4 Bed Terraced House To Let - 1 year lease
"
                Quite spacious 3 bedroom duplex style apartment in Sligo town centre. Includes large living / kitchen / dining area. 2 double bedrooms, 1 ensuite, 1 single bedroom.
            ",http://myhome.ie/rentals/brochure/5-abbey-street-sligo-city-co-sligo/1427551,"
        €675 / month
    ","
        5 Abbey Street, Sligo City, Co. Sligo
    ",, - 3 Bed Apartment To Let - 1 year lease
"
                2 Bedroom ground floor apartment available to rent in the Leitrim Marina luxury waterside development. Fully furnished to a high standard. Views of the River Shannon from the apartment. Open plan living area incorporating a spacious kitchen, living and dining area. Spacious bathroom. 2 large double bedrooms, 1 en suite. 3 miles from Carrick-on-Shannon.
            ",http://myhome.ie/rentals/brochure/block-a-apt-1-leitrim-village-leitrim/2563840,"
        €450 / month
    ","
        Block A Apt 1, Leitrim Village, Leitrim
    ",, - 2 Bed Apartment To Let - 1 year lease
"
                The unit is located within the Ballywaltrin Business Park located right next to the Southern Cross Business Park and only minutes from the N11/M50 motorway.  Ballywaltrin Business Park is a well kept park of only 30 units with secure gates at the entrance.,-The property comprises an end terrace industrial facility of steel portal frame construction with concrete block infill walls, rendered externally with a combination of forticrete blockwork and double skin profile metal cladding.,-The roof consists of double skin insulated metal decking incorporating perspex roof lights.,-The eaves height is approx. 7.5m.,-The floor is reinforced concrete with power floated finish.,-The offices are finished to a high standard with plastered and painted walls incorporating suspended ceilings and recessed-boxed lighting thoughout.,-Colour co-ordinated double glazed aluminum framed windows and doors are installed throughout.,-Loading access is via and electronically operated roller shutter door which is located to the rear of the premises.
            ",http://myhome.ie/rentals/brochure/unit-3-ballywaltrin-business-park-ballyboughal-road-bray-county-wicklow/1702627,"
        €2,950 / month
    ","
        Unit 3 Ballywaltrin Business Park, Ballyboughal Road, Bray, County Wicklow
    ",, - To Let
"
                These newly purpose built bright and spacious bungalows have been finished to a very high standard of design and finish.  They are available now to rent to the over 55's.   There are 1 and 2 bed bungalows in the village and each unit is ready to walk into immediately with many features including:-, ,·        Secure living / gated community,·        All units fully furnished to a very high standard,·        Grass Cutting and bin collection covered in rental cost,·        High BER rating (most units B3),·        Designated caretaker.,All properties are fully furnished to a very high standard.  Heating is geothermal underfloor heating & Guardian Fire Alarm system in each house., ,This retirement village is located c. 1.75 miles from the town center of Enniscorthy, in a quiet and peaceful location.  The village is within easy reach of all amenities, and is close to beaches, forest walks and Wexford and Gorey towns.  ,Kitchen , ,Fully fitted and fully equipped kitchen, including all white goods, cooker, table & chairs, hob, washing machine/dryer, fridge, microwave. , , , ,Living Room, ,3 seater leather couch (in two bed house),2 seater leather couch (in one bed house),coffee table, lamp, electric fire, mirror, curtains, lamp shades., , , ,Bedroom 1, ,double bed,2 side lockers,dressing table ,fitted wardrobes, ,Shower Room, ,Freestanding shower unit,,wc ,whb
            ",http://myhome.ie/rentals/brochure/castlegardens-retirement-village-1b-drumgoold-enniscorthy-wexford/1921655,"
        €400 / month
    ","
        Castlegardens Retirement Village (1B), Drumgoold, Enniscorthy, Wexford
    ",, - 1 Bed Bungalow 75 m² / 807 ft² To Let - 1 year lease
